基金代码,基金全称,基金简称,管理人,托管人,基金类型,成立日期,到期日期,管理费率,托管费率
006946,宝盈聚享纯债定期开放债券型发起式证券投资基金,宝盈聚享纯债定期开放债券,宝盈基金管理有限公司,浙商银行股份有限公司,债券型,20190508,30001231,0.3%,0.1%
006947,华宝中短债债券型发起式证券投资基金A类,华宝中短债债券A,华宝基金管理有限公司,中国工商银行股份有限公司,债券型,20190315,30001231,0.3%,0.1%
006948,华宝中短债债券型发起式证券投资基金C类,华宝中短债债券C,华宝基金管理有限公司,中国工商银行股份有限公司,债券型,20190315,30001231,0.3%,0.1%
006949,前海开源乾利3个月定期开放债券型发起式证券投资基金,前海开源乾利3个月定期开放债券,前海开源基金管理有限公司,交通银行股份有限公司,债券型,20190129,30001231,0.3%,0.1%
006952,中银景元回报混合型证券投资基金,中银景元回报混合,中银基金管理有限公司,兴业银行股份有限公司,混合型,20190326,30001231,1%,0.2%
006953,华安安业债券型证券投资基金A类,华安安业债券A,华安基金管理有限公司,兴业银行股份有限公司,债券型,20190731,30001231,0.3%,0.1%
006954,华安安业债券型证券投资基金C类,华安安业债券C,华安基金管理有限公司,兴业银行股份有限公司,债券型,20190731,30001231,0.3%,0.1%
006955,国泰惠富纯债债券型证券投资基金A类,国泰惠富纯债债券A,国泰基金管理有限公司,华夏银行股份有限公司,债券型,20190315,30001231,0.3%,0.1%
006956,鹏华永润一年定期开放债券型证券投资基金,鹏华永润一年定期开放债券,鹏华基金管理有限公司,中国工商银行股份有限公司,债券型,20190321,30001231,0.3%,0.1%
006957,长江量化匠心甄选股票型证券投资基金C类,长江量化匠心甄选股票C,长江证券(上海)资产管理有限公司,平安银行股份有限公司,股票型,20190425,20230202,1.5%,0.2%
006958,鹏华永融一年定期开放债券型证券投资基金,鹏华永融一年定期开放债券,鹏华基金管理有限公司,交通银行股份有限公司,债券型,20190312,30001231,0.3%,0.1%
006959,浦银安盛中债3-5年农发行债券指数证券投资基金A类,浦银安盛中债3-5年农发行债券指数A,浦银安盛基金管理有限公司,中国农业银行股份有限公司,债券型,20200911,30001231,0.15%,0.05%
006960,浦银安盛中债3-5年农发行债券指数证券投资基金C类,浦银安盛中债3-5年农发行债券指数C,浦银安盛基金管理有限公司,中国农业银行股份有限公司,债券型,20200911,30001231,0.15%,0.05%
006961,南方中债7-10年国开行债券指数证券投资基金A类,南方中债7-10年国开行债券指数A,南方基金管理股份有限公司,中国邮政储蓄银行股份有限公司,债券型,20190315,30001231,0.15%,0.05%
006962,南方中债7-10年国开行债券指数证券投资基金C类,南方中债7-10年国开行债券指数C,南方基金管理股份有限公司,中国邮政储蓄银行股份有限公司,债券型,20190315,30001231,0.15%,0.05%
006963,中加颐瑾六个月定期开放债券型发起式证券投资基金A类,中加颐瑾六个月定期开放债券A,中加基金管理有限公司,杭州银行股份有限公司,债券型,20190712,30001231,0.3%,0.1%
006964,中加颐瑾六个月定期开放债券型发起式证券投资基金C类,中加颐瑾六个月定期开放债券C,中加基金管理有限公司,杭州银行股份有限公司,债券型,20190712,30001231,0.3%,0.1%
006965,财通安瑞短债债券型证券投资基金A类,财通安瑞短债债券A,财通基金管理有限公司,中国工商银行股份有限公司,债券型,20190320,30001231,0.3%,0.08%
006966,财通安瑞短债债券型证券投资基金C类,财通安瑞短债债券C,财通基金管理有限公司,中国工商银行股份有限公司,债券型,20190320,30001231,0.3%,0.08%
006967,财通行业龙头精选混合型证券投资基金A类,财通行业龙头精选混合A,财通基金管理有限公司,中国农业银行股份有限公司,混合型,20200413,30001231,1.2%,0.2%
006968,财通行业龙头精选混合型证券投资基金C类,财通行业龙头精选混合C,财通基金管理有限公司,中国农业银行股份有限公司,混合型,20200413,30001231,1.2%,0.2%
006969,圆信永丰高端制造混合型证券投资基金,圆信永丰高端制造混合,圆信永丰基金管理有限公司,中国工商银行股份有限公司,混合型,20190404,30001231,1.2%,0.2%
006970,广发景利纯债债券型证券投资基金,广发景利纯债债券,广发基金管理有限公司,南京银行股份有限公司,债券型,20190724,30001231,0.3%,0.1%
006972,金鹰民安回报一年定期开放混合型证券投资基金A类,金鹰民安回报一年定期开放混合A,金鹰基金管理有限公司,中国民生银行股份有限公司,混合型,20190829,30001231,1%,0.15%
006973,太平睿盈混合型证券投资基金A类,太平睿盈混合A,太平基金管理有限公司,招商银行股份有限公司,混合型,20190325,30001231,0.6%,0.2%
006974,金鹰鑫日享债券型证券投资基金A类,金鹰鑫日享债券A,金鹰基金管理有限公司,中国民生银行股份有限公司,债券型,20190320,30001231,0.5%,0.1%
006975,金鹰鑫日享债券型证券投资基金C类,金鹰鑫日享债券C,金鹰基金管理有限公司,中国民生银行股份有限公司,债券型,20190320,30001231,0.5%,0.1%
006976,鹏华核心优势混合型证券投资基金A类,鹏华核心优势混合A,鹏华基金管理有限公司,中国建设银行股份有限公司,混合型,20190403,30001231,1.2%,0.2%
006977,农银汇理海棠三年定期开放混合型证券投资基金,农银汇理海棠三年定期开放混合,农银汇理基金管理有限公司,中国工商银行股份有限公司,混合型,20190416,30001231,1.2%,0.2%
006978,泰康安欣纯债债券型证券投资基金A类,泰康安欣纯债债券A,泰康基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20190917,30001231,0.3%,0.1%
006979,泰康安欣纯债债券型证券投资基金C类,泰康安欣纯债债券C,泰康基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20190917,30001231,0.3%,0.1%
006980,国寿安保泰恒纯债债券型证券投资基金,国寿安保泰恒纯债债券,国寿安保基金管理有限公司,兴业银行股份有限公司,债券型,20190627,30001231,0.3%,0.1%
006981,中金新医药股票型证券投资基金A类,中金新医药股票A,中金基金管理有限公司,中国建设银行股份有限公司,股票型,20190514,30001231,1.2%,0.2%
006984,兴全恒瑞三个月定期开放债券型发起式证券投资基金,兴全恒瑞三个月定期开放债券,兴证全球基金管理有限公司,兴业银行股份有限公司,债券型,20190621,30001231,0.3%,0.1%
006985,兴全恒裕债券型证券投资基金A类,兴全恒裕债券A,兴证全球基金管理有限公司,兴业银行股份有限公司,债券型,20190312,30001231,0.3%,0.1%
006986,平安季添盈三个月定期开放债券型证券投资基金A类,平安季添盈三个月定期开放债券A,平安基金管理有限公司,平安银行股份有限公司,债券型,20190305,30001231,0.3%,0.1%
006987,平安季添盈三个月定期开放债券型证券投资基金C类,平安季添盈三个月定期开放债券C,平安基金管理有限公司,平安银行股份有限公司,债券型,20190305,30001231,0.3%,0.1%
006988,平安季添盈三个月定期开放债券型证券投资基金E类,平安季添盈三个月定期开放债券E,平安基金管理有限公司,平安银行股份有限公司,债券型,20190305,30001231,0.3%,0.1%
006989,建信中短债纯债债券型证券投资基金A类,建信中短债纯债债券A,建信基金管理有限责任公司,中国农业银行股份有限公司,债券型,20190308,30001231,0.3%,0.1%
006990,建信中短债纯债债券型证券投资基金C类,建信中短债纯债债券C,建信基金管理有限责任公司,中国农业银行股份有限公司,债券型,20190308,30001231,0.3%,0.1%
006991,民生加银康宁稳健养老目标一年持有期混合型基金中基金(FOF)A类,民生加银康宁稳健养老目标一年持有期混合(FOF)A,民生加银基金管理有限公司,中国建设银行股份有限公司,混合型,20190426,30001231,0.6%,0.15%
006992,嘉合锦创优势精选混合型证券投资基金,嘉合锦创优势精选混合,嘉合基金管理有限公司,中国农业银行股份有限公司,混合型,20190416,30001231,1.2%,0.1%
006993,鑫元承利三个月定期开放债券型发起式证券投资基金,鑫元承利三个月定期开放债券,鑫元基金管理有限公司,兴业银行股份有限公司,债券型,20190301,30001231,0.3%,0.1%
006994,国泰瑞安三个月定期开放债券型发起式证券投资基金,国泰瑞安三个月定期开放债券,国泰基金管理有限公司,平安银行股份有限公司,债券型,20190530,30001231,0.3%,0.1%
006995,南方惠利6个月定期开放债券型证券投资基金A类,南方惠利6个月定期开放债券A,南方基金管理股份有限公司,北京银行股份有限公司,债券型,20190326,30001231,0.3%,0.1%
006996,南方惠利6个月定期开放债券型证券投资基金C类,南方惠利6个月定期开放债券C,南方基金管理股份有限公司,北京银行股份有限公司,债券型,20190326,30001231,0.3%,0.1%
006997,平安惠添纯债债券型证券投资基金,平安惠添纯债债券,平安基金管理有限公司,徽商银行股份有限公司,债券型,20190621,30001231,0.3%,0.1%
006998,广发景兴中短债债券型证券投资基金A类,广发景兴中短债债券A,广发基金管理有限公司,中国建设银行股份有限公司,债券型,20190321,30001231,0.3%,0.1%
006999,广发景兴中短债债券型证券投资基金C类,广发景兴中短债债券C,广发基金管理有限公司,中国建设银行股份有限公司,债券型,20190321,30001231,0.3%,0.1%
007000,鹏华中债1-3年国开行债券指数证券投资基金A类,鹏华中债1-3年国开行债券指数A,鹏华基金管理有限公司,江苏银行股份有限公司,债券型,20190313,30001231,0.15%,0.05%
007001,鹏华中债1-3年国开行债券指数证券投资基金C类,鹏华中债1-3年国开行债券指数C,鹏华基金管理有限公司,江苏银行股份有限公司,债券型,20190313,30001231,0.15%,0.05%
007005,中金新医药股票型证券投资基金C类,中金新医药股票C,中金基金管理有限公司,中国建设银行股份有限公司,股票型,20190514,30001231,1.2%,0.2%
007008,中邮纯债优选一年定期开放债券型证券投资基金A类,中邮纯债优选一年定期开放债券A,中邮创业基金管理股份有限公司,中国邮政储蓄银行股份有限公司,债券型,20190614,30001231,0.5%,0.2%
007009,中邮纯债优选一年定期开放债券型证券投资基金C类,中邮纯债优选一年定期开放债券C,中邮创业基金管理股份有限公司,中国邮政储蓄银行股份有限公司,债券型,20190614,30001231,0.5%,0.2%
007010,国寿安保中债1-3年国开行债券指数型证券投资基金A类,国寿安保中债1-3年国开行债券指数A,国寿安保基金管理有限公司,兴业银行股份有限公司,债券型,20190306,30001231,0.25%,0.05%
007011,国寿安保中债1-3年国开行债券指数型证券投资基金C类,国寿安保中债1-3年国开行债券指数C,国寿安保基金管理有限公司,兴业银行股份有限公司,债券型,20190306,30001231,0.25%,0.05%
007012,湘财长顺混合型发起式证券投资基金A类,湘财长顺混合A,湘财基金管理有限公司,国泰君安证券股份有限公司,混合型,20190328,30001231,1.2%,0.2%
007013,湘财长顺混合型发起式证券投资基金C类,湘财长顺混合C,湘财基金管理有限公司,国泰君安证券股份有限公司,混合型,20190328,30001231,1.2%,0.2%
007014,嘉合磐泰短债债券型证券投资基金A类,嘉合磐泰短债债券A,嘉合基金管理有限公司,交通银行股份有限公司,债券型,20190724,30001231,0.3%,0.05%
007015,嘉合磐泰短债债券型证券投资基金C类,嘉合磐泰短债债券C,嘉合基金管理有限公司,交通银行股份有限公司,债券型,20190724,30001231,0.3%,0.05%
007016,富国睿泽回报混合型证券投资基金,富国睿泽回报混合,富国基金管理有限公司,中国建设银行股份有限公司,混合型,20190605,30001231,1.2%,0.2%
007017,平安如意中短债债券型证券投资基金A类,平安如意中短债债券A,平安基金管理有限公司,中国光大银行股份有限公司,债券型,20190403,30001231,0.3%,0.1%
